1778778019,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,success
1778778019,create record house Atreides Caladan Duke 8000 5000 150,success
1778778019,create record house Harkonnen GiediPrime Baron 12000 3000 200,success
1778778019,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778019,search record house Atreides,success
1778778019,delete record house Corrino,success
1778778019,search record house Corrino,failure
1778778019,range_search house wealth 4000 9000,success
1778778019,search record house Harkonnen,success
1778778019,explain search record house Harkonnen,success
1778778019,stats,success
1778778104,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778104,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778104,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778104,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778104,search record house Atreides,success
1778778104,delete record house Corrino,success
1778778104,search record house Corrino,failure
1778778104,range_search house wealth 4000 9000,success
1778778104,search record house Harkonnen,success
1778778104,explain search record house Harkonnen,success
1778778104,stats,success
1778778114,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778114,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778114,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778114,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778114,search record house Atreides,success
1778778114,delete record house Corrino,success
1778778114,search record house Corrino,failure
1778778114,range_search house wealth 4000 9000,success
1778778114,search record house Harkonnen,success
1778778114,explain search record house Harkonnen,success
1778778114,stats,success
1778778180,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778180,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778180,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778180,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778180,search record house Atreides,success
1778778180,delete record house Corrino,success
1778778180,search record house Corrino,failure
1778778180,range_search house wealth 4000 9000,success
1778778180,search record house Harkonnen,success
1778778180,explain search record house Harkonnen,success
1778778180,stats,success
1778778189,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778189,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778189,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778189,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778189,search record house Atreides,success
1778778189,delete record house Corrino,success
1778778189,search record house Corrino,failure
1778778189,range_search house wealth 4000 9000,success
1778778189,search record house Harkonnen,success
1778778189,explain search record house Harkonnen,success
1778778189,stats,success
1778778193,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778193,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778193,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778193,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778193,search record house Atreides,success
1778778193,delete record house Corrino,success
1778778193,search record house Corrino,failure
1778778193,range_search house wealth 4000 9000,success
1778778193,search record house Harkonnen,success
1778778193,explain search record house Harkonnen,success
1778778193,stats,success
1778778202,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778202,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778202,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778202,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778202,search record house Atreides,success
1778778202,delete record house Corrino,success
1778778202,search record house Corrino,failure
1778778202,range_search house wealth 4000 9000,success
1778778202,search record house Harkonnen,success
1778778202,explain search record house Harkonnen,success
1778778202,stats,success
1778778211,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778211,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778211,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778211,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778211,search record house Atreides,success
1778778211,delete record house Corrino,success
1778778211,search record house Corrino,failure
1778778211,range_search house wealth 4000 9000,success
1778778211,search record house Harkonnen,success
1778778211,explain search record house Harkonnen,success
1778778211,stats,success
1778778590,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778590,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778590,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778590,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778590,search record house Atreides,success
1778778590,delete record house Corrino,success
1778778590,search record house Corrino,failure
1778778590,range_search house wealth 4000 9000,success
1778778590,search record house Harkonnen,success
1778778590,explain search record house Harkonnen,success
1778778590,stats,success
1778778603,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778603,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778603,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778603,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778603,search record house Atreides,success
1778778603,delete record house Corrino,success
1778778603,search record house Corrino,failure
1778778603,range_search house wealth 4000 9000,success
1778778603,search record house Harkonnen,success
1778778603,explain search record house Harkonnen,success
1778778603,stats,success
1778778627,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778627,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778627,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778627,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778627,search record house Atreides,success
1778778627,delete record house Corrino,success
1778778627,search record house Corrino,failure
1778778627,range_search house wealth 4000 9000,success
1778778627,search record house Harkonnen,success
1778778627,explain search record house Harkonnen,success
1778778627,stats,success
1778778647,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778647,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778647,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778647,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778647,search record house Atreides,success
1778778647,delete record house Corrino,success
1778778647,search record house Corrino,failure
1778778647,range_search house wealth 4000 9000,success
1778778647,search record house Harkonnen,success
1778778647,explain search record house Harkonnen,success
1778778647,stats,success
1778778652,create type house 6 1 name str origin str leader str military_strength int wealth int spice_production int,failure
1778778652,create record house Atreides Caladan Duke 8000 5000 150,failure
1778778652,create record house Harkonnen GiediPrime Baron 12000 3000 200,failure
1778778652,create record house Corrino Kaitain Emperor 15000 10000 50,success
1778778652,search record house Atreides,success
1778778652,delete record house Corrino,success
1778778652,search record house Corrino,failure
1778778652,range_search house wealth 4000 9000,success
1778778652,search record house Harkonnen,success
1778778652,explain search record house Harkonnen,success
1778778652,stats,success
1778778817,create type student 3 1 id int name str gpa int,success
1778778817,create record student 1501 Mert 4,success
1778778817,create record student 1502 Selcen 4,success
1778778817,search record student 1501,success
1778778817,delete record student 1502,success
1778778817,search record student 1502,failure
1778778817,range_search student gpa 3 4,success
1778778817,search record student 1501,success
1778778817,explain search record student 1501,success
1778778817,stats,success
1778778851,create type student 3 1 id int name str gpa int,failure
1778778851,create record student 1501 Mert 4,failure
1778778851,create record student 1502 Selcen 4,success
1778778851,search record student 1501,success
1778778851,delete record student 1502,success
1778778851,search record student 1502,failure
